benchmark,k8senv,sbatch,numctn,cscenario,cbatch,reps,qps,mean,p50,p80,p90,p95,p99,p999
resnet,cpumemory,32,1,offline,1,1, 103.1455197258633, 158.91334678863913, 159.04632359549998, 253.98050324300002, 285.9380483906, 301.93106766299996, 314.59861341947, 317.34855216072896
resnet,cpumemory,32,1,offline,2,1, 118.94789099698437, 138.1398046591585, 138.173391251, 220.82555244960002, 248.278494067, 261.945485963, 272.92460737683, 275.359622495
resnet,cpumemory,32,1,offline,4,1, 128.44005806884283, 128.38307483834365, 128.553539591, 204.679506828, 230.217104962, 242.974953137, 252.96434895041995, 255.047457732
resnet,cpumemory,32,1,offline,8,1, 112.49343006191894, 139.8603847870332, 137.118628295, 228.197266081, 260.066935113, 276.239711266, 289.13572293367974, 291.20872068
resnet,cpumemory,32,1,offline,16,1, 140.8541347982059, 119.1843740207876, 119.42680285200001, 188.722232784, 211.417973869, 222.854003375, 231.974618842, 232.587195015
resnet,cpumemory,32,1,offline,32,1, 141.85796029568172, 120.5889689361455, 120.3458577375, 189.228339315, 211.747099427, 223.088092249, 230.687352566, 230.937617466
resnet,cpumemory,32,1,offline,1,2, 104.16661782328715, 157.251426341996, 157.5117451695, 251.79144688340003, 283.1932696769, 298.8343539247, 311.52115275597, 314.31832236025
resnet,cpumemory,32,1,offline,2,2, 120.17422277988709, 136.6783796425655, 136.89410418699998, 218.4184021368, 245.586089083, 259.229133497, 270.18055858837994, 272.542855097
resnet,cpumemory,32,1,offline,4,2, 128.048230336923, 127.99048920056298, 127.741799089, 204.56357578, 230.400574592, 243.393276365, 253.74075830986993, 255.828366877
resnet,cpumemory,32,1,offline,8,2, 98.41837733034458, 166.30175721413963, 165.962389957, 266.130115941, 300.383639606, 317.401575235, 330.95090222145967, 332.89715421
resnet,cpumemory,32,1,offline,16,2, 143.2353761765688, 116.59305755268261, 116.8077064205, 184.753181033, 208.017405619, 219.154930069, 228.165858745, 228.718435823
resnet,cpumemory,32,1,offline,32,2, 143.38848752923124, 117.8892169026299, 118.555890277, 186.739186172, 208.918760468, 220.519190422, 228.252931631, 228.470450089
resnet,cpumemory,32,1,offline,1,3, 104.17074434139549, 157.2864405452107, 157.009295046, 251.5155554718, 283.2550745619, 298.89684868395, 311.48524083182997, 314.25173479841004
resnet,cpumemory,32,1,offline,2,3, 118.06372247077218, 138.35360465888976, 137.8781558925, 221.60526191580004, 249.60407873, 263.740978055, 274.96133011046993, 277.423494465
resnet,cpumemory,32,1,offline,4,3, 126.85589993095503, 129.70155428244522, 129.827659911, 206.548734757, 232.557829031, 245.717855145, 256.1592583121299, 258.233956008
resnet,cpumemory,32,1,offline,8,3, 94.71291598623628, 173.4371996616504, 173.16420633849998, 277.225241247, 311.883011794, 330.186245045, 343.9576618831799, 345.909972391
resnet,cpumemory,32,1,offline,16,3, 146.2670922146287, 114.39291671081934, 114.520402959, 181.036423096, 203.50596396, 214.501751252, 223.245158601, 223.9721466
resnet,cpumemory,32,1,offline,32,3, 148.26834834862956, 114.14471593162794, 114.63088541, 180.053452226, 202.297522108, 213.763090902, 220.618759839, 220.951107765
resnet,cpumemory,32,1,offline,1,4, 103.9045905706108, 157.54339325197185, 157.27048497250001, 252.25469564440007, 283.7750877699, 299.62789772535, 312.27686374010995, 315.0638663624771
resnet,cpumemory,32,1,offline,2,4, 117.4419787918235, 140.7401156598621, 141.18728162, 224.72795117360002, 251.92033278, 265.665201089, 276.51519071058, 278.897582083
resnet,cpumemory,32,1,offline,4,4, 128.21178682730317, 128.68735974623144, 129.4186414025, 204.881589104, 230.296444506, 243.05574561, 253.1784059277799, 255.218048238
resnet,cpumemory,32,1,offline,8,4, 93.22037782074088, 176.902742862104, 177.02419716650002, 282.762123791, 318.108602904, 335.555115801, 349.39701677382993, 351.451983472
resnet,cpumemory,32,1,offline,16,4, 146.89025466562921, 113.74910468628467, 114.0545398915, 180.586732974, 202.769764577, 213.801730717, 222.33869296, 223.01936907
resnet,cpumemory,32,1,offline,32,4, 146.8156431267732, 115.103163198917, 114.5864132695, 182.702485939, 204.833692458, 215.37014029, 222.908925748, 223.138267225
resnet,cpumemory,32,1,offline,1,5, 103.90175600490763, 157.6857068870428, 157.6039572035, 252.2003031976, 283.7884969378, 299.59673058635, 312.30870407006, 315.056447179994
resnet,cpumemory,32,1,offline,2,5, 117.06121625448179, 140.28808399681884, 140.03313940200002, 224.665586268, 252.408575641, 266.151543996, 277.38444701742, 279.778946424
resnet,cpumemory,32,1,offline,4,5, 129.2746543057585, 127.49331291885241, 127.483501252, 203.517170618, 228.706076831, 241.346517864, 251.4373430339099, 253.413140113
resnet,cpumemory,32,1,offline,8,5, 93.36304792919655, 176.35591416868874, 175.8002863815, 281.88008957, 316.97485361, 334.892716498, 349.03031797847984, 350.914693808
resnet,cpumemory,32,1,offline,16,5, 147.47550136000402, 113.34361207693749, 113.588865364, 179.55331807, 201.85508283, 212.993284171, 221.566058249, 222.137537844
resnet,cpumemory,32,1,offline,32,5, 148.91945976094425, 113.90546231282421, 113.95265408450001, 179.445997042, 201.105685605, 212.668952384, 219.733746118, 219.986200175
resnet,cpumemory,32,1,offline,1,6, 103.7005702548645, 157.72548610838373, 157.5480501515, 252.2088221806, 284.3346236727, 300.1385359553, 312.82981203611, 315.691669533947
resnet,cpumemory,32,1,offline,2,6, 68.96077161372916, 225.7730494653748, 140.47513965500002, 420.14537714080006, 447.765356847, 461.479930559, 472.53855091254997, 475.039990499
resnet,cpumemory,32,1,offline,4,6, 117.49193673771862, 139.5376656255404, 127.49652736350001, 228.736839657, 254.136913865, 266.732068178, 276.80130585685, 278.807899739
resnet,cpumemory,32,1,offline,8,6, 92.65990895402906, 178.00025454325487, 177.5420732065, 283.985261425, 320.103782804, 337.347729001, 351.45355586678994, 353.548434328
resnet,cpumemory,32,1,offline,16,6, 148.04229482513594, 112.7605218368955, 112.832409571, 178.798548127, 200.737814641, 211.840824306, 220.718162413, 221.289902863
resnet,cpumemory,32,1,offline,32,6, 149.2865241611885, 113.43582719710741, 113.163654978, 179.128979329, 201.444919682, 211.743425002, 219.227683488, 219.442568351
resnet,cpumemory,32,1,offline,1,7, 103.39396554053448, 158.35425924231578, 158.08808366699998, 253.7490772782, 285.552541427, 301.22268270284997, 313.71852191541, 316.70287783201405
